title,type,description,release_year,runtime,genres,imdb_score,tmdb_popularity,service
What Women Want,MOVIE,"Advertising executive Nick Marshall is as cocky as they come, but what happens to a chauvinistic guy when he can suddenly hear what women are thinking? Nick gets passed over for a promotion, but after an accident enables him to hear women's thoughts, he puts his newfound talent to work against Darcy, his new boss, who seems to be infatuated with him.",2000,127,"['comedy', 'fantasy', 'romance']",6.4,24.445,HBO Max
Lost in Space,MOVIE,"The prospects for continuing life on Earth in the year 2058 are grim. So the Robinsons are launched into space to colonize Alpha Prime, the only other inhabitable planet in the galaxy. But when a stowaway sabotages the mission, the Robinsons find themselves hurtling through uncharted space.",1998,130,"['scifi', 'family', 'thriller', 'action']",5.2,18.855,HBO Max
Space Ghost Coast to Coast,SHOW,"Space Ghost: Coast to Coast is an American animated parody talk show, hosted by the 1960s Hanna-Barbera cartoon character Space Ghost. The show premiered on April 15, 1994, on Cartoon Network. Though the original 1960s series aired as a standard Hanna-Barbera Saturday morning superhero cartoon, Space Ghost Coast to Coast was a total reboot of the series intended for adults, now reinterpreted as an absurdist parody talk show and produced using the original artwork.

The series' focus on surrealism, non-sequiturs and random, unpredictable parody humor proved the perfect vehicle to launch the network's late night television block, Adult Swim, serving as the flagship show from 2001–2004. Space Ghost Coast to Coast was recommended to be the first fully produced series to air on Cartoon Network. SGC2C was also the first and only Cartoon Network original series to later air on Adult Swim and Gametap. The show was rated TV-Y7, TV-PG, and TV-14, making it the first and only Cartoon Network original show to receive these three TV ratings.",1994,17,"['comedy', 'family', 'animation', 'scifi']",7.9,10.438,HBO Max
It Takes Two,MOVIE,"Identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa meet at summer camp and decide to switch places -- and play matchmaker between Alyssa's dad, Roger, and the kind social worker who cares for Amanda.",1995,101,"['romance', 'comedy', 'family']",5.8,11.818,HBO Max
Wonder Boys,MOVIE,Grady is a 50-ish English professor who hasn't had a thing published in years—not since he wrote his award winning 'Great American Novel' 7 years ago. This weekend proves even worse than he could imagine as he finds himself reeling from one misadventure to another in the company of a new wonder boy author.,2000,111,"['comedy', 'drama']",7.2,8.676,HBO Max
Three Colors: Red,MOVIE,"Valentine, a student model in Geneva, struggles with a possessive boyfriend and a troubled family. When she runs over a dog, she discovers that its owner, a retired judge, is illegally wiretapping and eavesdropping on his neighbors' phone calls. Although Valentine is outraged, she develops a strange bond with the judge – and as the two become closer, she finds herself caught in the middle of events that could change her life.",1994,100,"['romance', 'european', 'drama']",8.1,11.468,HBO Max
Mary Shelley's Frankenstein,MOVIE,"Based on Mary Shelley's novel, ""Frankenstein"" tells the story of Victor Frankenstein, a promising young doctor who, devastated by the death of his mother during childbirth, becomes obsessed with bringing the dead back to life. His experiments lead to the creation of a monster, which Frankenstein has put together with the remains of corpses. It's not long before Frankenstein regrets his actions.",1994,123,"['horror', 'scifi', 'drama', 'romance']",6.3,13.752,HBO Max
The Return of the Texas Chainsaw Massacre,MOVIE,"Everyone's favorite chainsaw-wielding psychopath, Leatherface, is back for more prom-night gore, and this time he's joined by his bloodthirsty family. Four stranded yet carefree teens are taken in by a backwoods family, clueless of their host family's grisly habits. The terrified youths, including sweet Jenny, try to escape from Leatherface and his crazed clan, including the bionic Vilmer.",1995,95,"['horror', 'thriller', 'comedy']",3.3,29.012,HBO Max
Superstar,MOVIE,"Orphan Mary Katherine Gallagher, an ugly duckling at St. Monica High School, has a dream: to be kissed soulfully. She decides she can realize this dream if she becomes a superstar, so her prayers, her fantasies, and her conversations with her only friend focus on achieving super-stardom.",1999,81,"['comedy', 'romance']",5.1,8.972,HBO Max
Porco Rosso,MOVIE,"In Italy in the 1930s, sky pirates in biplanes terrorize wealthy cruise ships as they sail the Adriatic Sea. The only pilot brave enough to stop the scourge is the mysterious Porco Rosso, a former World War I flying ace who was somehow turned into a pig during the war. As he prepares to battle the pirate crew's American ace, Porco Rosso enlists the help of spunky girl mechanic Fio Piccolo and his longtime friend Madame Gina.",1992,94,"['comedy', 'fantasy', 'romance', 'animation']",7.7,31.201,HBO Max
Breaking the Waves,MOVIE,"In a small and conservative Scottish village, a woman's paralytic husband convinces her to have extramarital intercourse so she can tell him about it and give him a reason for living.",1996,159,"['romance', 'drama', 'european']",7.8,13.694,HBO Max
3 Ninjas Knuckle Up,MOVIE,"Rocky, Colt and TumTum must battle an evil wealthy toxic waste dumper in order to save a local Indian tribe and their friend Joe. The 3 Ninjas must help find Joe's father and find a secret disk that contains evidence that could stop the toxic landfill that is destroying the Indian community. However the town is owned by the rich man and he controls the police and even the mayor. They must fight a motorcycle gang and renegade cowboys in this non-stop ninja adventure.",1993,85,"['action', 'comedy', 'family']",4.2,13.154,HBO Max
Mortal Kombat,MOVIE,"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes in this action/adventure movie based on one of the most popular video games of all time.",1995,101,"['fantasy', 'action', 'scifi', 'thriller']",5.8,26.401,HBO Max
Gia,MOVIE,"Gia Carangi travels to New York City with dreams of becoming a fashion model. Within minutes of arriving, she meets Wilhelmina Cooper, a wise and high-powered agent who takes Gia under her wing. With Cooper's help and her own natural instincts, Gia quickly shoots to the top of the modeling world. When Cooper dies of lung cancer, however, Gia turns to drugs – and both she and her career begin to spiral out of control.",1998,120,"['romance', 'drama']",6.9,13.566,HBO Max
Private Parts,MOVIE,"The auto-biographical story of Howard Stern, the radio-rebel who is now also a TV-personality, an author and a movie star.",1997,109,"['drama', 'comedy']",6.9,9.685,HBO Max
Chaplin,MOVIE,"An elderly Charlie Chaplin discusses his autobiography with his editor, recounting his amazing journey from his poverty-stricken childhood to world-wide success after the ingenious invention of the Little Tramp.",1992,143,"['drama', 'comedy']",7.5,12.049,HBO Max
Irma Vep,MOVIE,"A Chinese actress, in France to star in a remake of ""Les Vampires"", finds petty intrigues and clashing egos on the set.",1996,99,"['drama', 'european', 'comedy']",7.0,5.518,HBO Max
Doctor Dolittle,MOVIE,"A successful physician and devoted family man, John Dolittle seems to have the world by the tail, until a long suppressed talent he possessed as a child, the ability to communicate with animals is suddenly reawakened with a vengeance! Now every creature within squawking distance wants the good doctor's advice, unleashing an outrageous chain of events that turns his world upside down!",1998,85,"['comedy', 'fantasy', 'family']",5.4,26.475,HBO Max
The Rugrats Movie,MOVIE,"Annoyed by the responsibility of being an older brother to Dil, Tommy sets out with Chuckie, Phil, and Lil to return his baby brother to the hospital. However, they inadvertently get lost in the woods during their trip.",1998,79,"['comedy', 'drama', 'family', 'animation']",5.9,45.288,HBO Max
Like Water for Chocolate,MOVIE,"Tita is passionately in love with Pedro, but her controlling mother forbids her from marrying him. When Pedro marries her sister, Tita throws herself into her cooking and discovers she can transfer her emotions through the food she prepares, infecting all who eat it with her intense heartbreak.",1992,105,"['drama', 'romance']",7.1,11.436,HBO Max
New Nightmare,MOVIE,"As Heather Langenkamp considers making another Nightmare on Elm Street film with Wes Craven, her son, Dylan, falls under the spell of the iconic disfigured villain Freddy Krueger. Eventually, Langenkamp must confront Freddy's demonic spirit to save the soul of Dylan.",1994,112,"['fantasy', 'horror', 'thriller']",6.4,22.58,HBO Max
Les Misérables,MOVIE,"Jean Valjean, a Frenchman imprisoned for stealing bread, must flee a police officer named Javert. The pursuit consumes both men's lives, and soon Valjean finds himself in the midst of the student revolutions in France.",1998,134,"['drama', 'history', 'romance', 'crime', 'european']",7.4,11.38,HBO Max
Night on Earth,MOVIE,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,1991,128,"['comedy', 'drama']",7.7,10.245,HBO Max
Wild Wild West,MOVIE,Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.,1999,106,"['western', 'scifi', 'action', 'comedy']",4.9,20.474,HBO Max
Space Cowboys,MOVIE,"Frank Corvin, ‘Hawk’ Hawkins, Jerry O'Neill and ‘Tank’ Sullivan were hotdog members of Project Daedalus, the Air Force's test program for space travel, but their hopes were dashed in 1958 with the formation of NASA and the use of trained chimps. They blackmail their way into orbit when Russia's mysterious ‘Ikon’ communications satellite's orbit begins to degrade and threatens to crash to Earth.",2000,124,"['action', 'thriller', 'european']",6.5,16.761,HBO Max
Jason Goes to Hell: The Final Friday,MOVIE,"Jason Voorhees, the living, breathing essence of evil, is back for one fierce, final fling! Tracked down and blown to bits by a special FBI task force, everyone now assumes that he's finally dead. But everybody assumes wrong. Jason has been reborn with the bone-chilling ability to assume the identity of anyone he touches. The terrifying truth is that he could be anywhere, or anybody. In this shocking, blood-soaked finale to Jason's carnage-ridden reign of terror, the horrible secret of his unstoppable killing instinct is finally revealed. And once you know the chilling facts, you'll see him in your nightmares! And he'll see you in hell!",1993,91,"['horror', 'thriller', 'fantasy']",4.1,35.011,HBO Max
Superman: The Animated Series,SHOW,"Superman, an incredibly powerful alien from the planet Krypton, defends Metropolis from supercriminals. Superman hides his identity behind the glasses of Clark Kent; a mild-mannered reporter for the newspaper the Daily Planet. At the Daily Planet Superman works with fellow reporter Lois Lane and photographer Jimmy Olsen.",1996,21,"['action', 'scifi', 'animation', 'drama', 'family']",8.1,24.495,HBO Max
The Bridges of Madison County,MOVIE,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,1995,135,"['romance', 'drama', 'european']",7.6,20.397,HBO Max
Three Colors: White,MOVIE,"Polish immigrant Karol Karol finds himself out of a marriage, a job and a country when his French wife, Dominique, divorces him after six months due to his impotence. Forced to leave France after losing the business they jointly owned, Karol enlists fellow Polish expatriate Mikolah to smuggle him back to their homeland.",1994,91,"['comedy', 'drama', 'european', 'romance']",7.6,8.71,HBO Max
A Perfect Murder,MOVIE,"Millionaire industrialist Steven Taylor is a man who has everything but what he craves most: the love and fidelity of his wife. A hugely successful player in the New York financial world, he considers her to be his most treasured acquisition. But she needs more than simply the role of dazzling accessory.",1998,107,"['crime', 'thriller', 'drama', 'european']",6.5,15.283,HBO Max
Bushwhacked,MOVIE,"A inept courier realises he has been used by criminals to deliver money. On the run from both the criminals and police, he poses as a Scout leader and leads a scout group on a hike through the mountains.",1995,90,"['comedy', 'crime', 'family']",5.6,8.88,HBO Max
Sealab 2021,SHOW,"The year is 2021. Deep below the ocean's surface, looms a vast, magnificently high-tech compound: Sealab. A multi-national scientific station with an annual budget in the trillions, manned by a motley collection of malcontents and screw-ups who were unfit for work in the private sector. They really don't get any research done, but instead spend their time bickering among themselves or just plain goofing off. The crew have manipulated their luckless leader, Captain Murphy, into submission, and are content to ride the government clock, raking in fat, hazardous-duty paychecks.",2000,11,"['comedy', 'scifi', 'animation']",7.9,8.539,HBO Max
Rugrats in Paris: The Movie,MOVIE,"A group of naughty toddlers called the Rugrats take a trip to Paris. As they travel from the Eiffel Tower to Notre Dame, they learn new lessons about trust, loyalty, and love.",2000,78,"['animation', 'romance', 'comedy', 'family', 'documentation']",6.1,14.075,HBO Max
Whisper of the Heart,MOVIE,"Shizuku lives a simple life, dominated by her love for stories and writing. One day she notices that all the library books she has have been previously checked out by the same person: 'Seiji Amasawa'.",1995,111,"['drama', 'romance', 'music', 'animation', 'family', 'european']",7.9,50.041,HBO Max
Book of Shadows: Blair Witch 2,MOVIE,"Young adults become fascinated by the events of the three missing filmmakers in Maryland, so they decide to go into the same woods and find out what really happened.",2000,90,"['thriller', 'horror', 'fantasy']",4.0,25.531,HBO Max
Teenage Mutant Ninja Turtles III,MOVIE,"The four turtles travel back in time to the days of the legendary and deadly samurai in ancient Japan, where they train to perfect the art of becoming one. The turtles also assist a small village in an uprising.",1993,96,"['fantasy', 'scifi', 'action', 'comedy', 'family']",4.7,15.356,HBO Max
Taste of Cherry,MOVIE,"A middle-aged Tehranian man, Mr. Badii is intent on killing himself and seeks someone to bury him after his demise. Driving around the city, the seemingly well-to-do Badii meets with numerous people, including a Muslim student, asking them to take on the job, but initially he has little luck. Eventually, Badii finds a man who is up for the task because he needs the money, but his new associate soon tries to talk him out of committing suicide.",1997,99,"['drama', 'european']",7.7,6.021,HBO Max
Speed 2: Cruise Control,MOVIE,"A disgruntled former employee hijacks the Seabourn Legend cruise liner. Set on a fixed course, without any means of communication and at the mercy of the hijacker, it's up to the one cop on vacation, and his soon to be fiancé (hopefully) Annie, to regain control of it before it kills the passengers and causes an environmental disaster. Insurmountable and daunting tasks awaits them on their  perilous journey throughout the ship trying to fend off the hijacker and save the passengers.",1997,121,"['thriller', 'romance', 'action', 'crime']",3.9,17.517,HBO Max
Freddy's Dead: The Final Nightmare,MOVIE,"Just when you thought it was safe to sleep, Freddy Krueger returns in this sixth installment of the Nightmare on Elm Street films, as psychologist Maggie Burroughs, tormented by recurring nightmares, meets a patient with the same horrific dreams. Their quest for answers leads to a certain house on Elm Street -- where the nightmares become reality.",1991,89,"['horror', 'thriller', 'fantasy']",4.7,31.034,HBO Max
The Truth About Cats & Dogs,MOVIE,A successful veterinarian and radio show host with low self-esteem asks her model friend to impersonate her when a handsome man wants to see her.,1996,93,"['comedy', 'romance']",6.3,7.652,HBO Max
Disturbing Behavior,MOVIE,"Steve Clark is a newcomer in the town of Cradle Bay, and he quickly realizes that there's something odd about his high school classmates. The clique known as the ""Blue Ribbons"" are the eerie embodiment of academic excellence and clean living. But, like the rest of the town, they're a little too perfect. When Steve's rebellious friend Gavin mysteriously joins their ranks, Steve searches for the truth with fellow misfit Rachel.",1998,84,"['horror', 'scifi', 'thriller', 'european']",5.6,11.26,HBO Max
All the Pretty Horses,MOVIE,"The year is 1949. A young Texan named John Grady finds himself without a home after his mother sells the ranch where he has spent his entire life. Lured south of the border by the romance of cowboy life and the promise of a fresh start, Cole and his pal embark on an adventure that will test their resilience, define their maturity, and change their lives forever.",2000,117,"['western', 'romance', 'drama']",5.8,10.573,HBO Max
Muppets from Space,MOVIE,"When Gonzo's breakfast cereal tells him that he's the descendant of aliens from another planet, his attempts at extraterrestrial communication get him kidnapped by a secret government agency, prompting the Muppets to spring into action. It's hard to believe Gonzo's story at first, but Kermit and friends soon find themselves on an epic journey into outer space filled with plenty of intergalactic misadventures.",1999,87,"['fantasy', 'comedy', 'family', 'scifi']",6.2,13.668,HBO Max
School Ties,MOVIE,"When David Greene receives a football scholarship to a prestigious prep school in the 1950s, he feels pressure to hide the fact that he is Jewish from his classmates and teachers, fearing that they may be anti-Semitic. He quickly becomes the big man on campus thanks to his football skills, but when his Jewish background is discovered, his worst fears are realized and his friends turn on him with violent threats and public ridicule.",1992,106,['drama'],6.9,8.071,HBO Max
Only Yesterday,MOVIE,"It’s 1982, and Taeko is 27 years old, unmarried, and has lived her whole life in Tokyo. She decides to visit her family in the countryside, where she begins to reconnect to forgotten longings. In lyrical switches between the present and the past, Taeko contemplates the arc of her life, and wonders if she has been true to the dreams of her childhood self.",1991,119,"['romance', 'animation', 'drama']",7.6,13.584,HBO Max
Ricochet,MOVIE,An attorney is terrorized by the criminal he put away years ago when he was a cop.,1991,109,"['thriller', 'drama', 'action', 'crime']",6.1,9.047,HBO Max
"Harvey Birdman, Attorney at Law",SHOW,"Harvey Birdman, Attorney at Law features ex-superhero Harvey T. Birdman of Birdman and the Galaxy Trio as an attorney working for a law firm alongside other cartoon stars from 1960s and 1970s Hanna-Barbera cartoon series. Similarly, Harvey's clients are also primarily composed of characters taken from Hanna-Barbera cartoon series of the same era. Many of Birdman's nemeses featured in his former cartoon series also became attorneys, often representing the opposing side of a given case.",2000,12,"['scifi', 'animation', 'comedy']",8.0,15.964,HBO Max
The Dark Half,MOVIE,"Thad Beaumont is the author of a highly successful series of violent pulp thrillers written under the pseudonym of ‘George Stark’, but when he decides to ‘kill-off’ his alter-ego in a mock ceremony, it precipitates a string of sadistic murders matching those in his pulp novels, which are soon discovered to be the work of Stark himself. Looking like a maniacal version of his counterpart, Stark is not so willing to quit the writing game – even if it means coming after Thad's wife and their baby.",1993,122,"['thriller', 'horror']",6.0,9.909,HBO Max
Benny's Video,MOVIE,"A 14-year-old video enthusiast is so caught up in film fantasy that he can no longer relate to the real world, to such an extent that he commits murder and records an on-camera confession for his parents.",1993,110,"['thriller', 'european', 'crime', 'drama']",7.2,8.323,HBO Max
The River Wild,MOVIE,"While on a family vacation,  rafting expert Gail takes on a pair of armed killers while navigating a spectacularly violent river.",1994,111,"['thriller', 'crime']",6.4,12.544,HBO Max
George Carlin: Jammin' in New York,MOVIE,"When George Carlin is asked which HBO concert is his favorite, his answer is always, ""Jammin’ In New York."" The show, taped at the Paramount Theater in Madison Square Garden and winner of the 1992 CableACE Award, is a perfect blend of biting social commentary and more gently-observed observational pieces.",1992,59,"['comedy', 'documentation']",8.7,5.37,HBO Max
Europa,MOVIE,"Postwar Germany, 1945. Leopold Kessler, an American of German descent, works as a sleeping car conductor for the Zentropa railway line. When he meets Katharina Hartmann, the railroad owner's daughter, and they fall in love, his life intersects with the dark and violent path of a mysterious organization opposed to the United States army military occupation.",1991,113,"['drama', 'european', 'thriller']",7.6,7.47,HBO Max
Next Friday,MOVIE,"A streetwise man flees South Central Los Angeles, heading to the suburbs and his lottery-winner uncle and cousin, to avoid a neighborhood thug with a grudge who has just escaped from prison.",2000,98,['comedy'],6.1,19.615,HBO Max
Rush,MOVIE,"Undercover cop Jim Raynor (Jason Patric) is a seasoned veteran. His partner, Kristen Cates (Jennifer Jason Leigh), is lacking in experience, but he thinks she's tough enough to work his next case with him: a deep cover assignment to bring down the notoriously hard-to-capture drug lord Gaines (Gregg Allman). While their relationship turns romantic during the assignment, they also turn into junkies, and will have to battle their own addictions if they want to bring down Gaines once and for all.",1991,120,"['crime', 'drama', 'romance', 'thriller', 'action']",6.7,8.907,HBO Max
Dave Chappelle: Killin' Them Softly,MOVIE,"Dave Chappelle returns for a stand-up to D.C. and riffs on politics, police, race relations, drugs, Sesame Street and more.",2000,57,"['comedy', 'documentation']",8.8,5.792,HBO Max
One Survivor Remembers,MOVIE,"Coproduced by the U.S.Holocaust Memorial Museum Research Institute,this Academy Award-winning documentary relates the harrowing story of Gerda Weissmann Klein and her journey of survival and remembering both before and after the war.",1996,39,"['documentation', 'history']",,0.835,HBO Max
Waiting to Exhale,MOVIE,"Cheated on, mistreated and stepped on, the women are holding their breath, waiting for the elusive ""good man"" to break a string of less-than-stellar lovers. Friends and confidants Vannah, Bernie, Glo and Robin talk it all out, determined to find a better way to breathe.",1995,127,"['drama', 'comedy', 'romance']",5.9,8.776,HBO Max
Larry David: Curb Your Enthusiasm,MOVIE,Mock documentary about Seinfeld writer Larry David featuring contributions from his friends and colleagues. Larry makes a return to stand-up comedy and prepares to film a television special for HBO.  This is the original special that gave birth to the long-running award-winning HBO series.,1999,59,['comedy'],8.4,4.445,HBO Max
Static Shock,SHOW,The adventures of a teenage superhero who fights crime in Dakota City.,2000,21,"['scifi', 'action', 'animation', 'crime', 'drama', 'family']",7.3,17.875,HBO Max
A Very Brady Sequel,MOVIE,"A man claiming to be Carol Brady's long-lost first husband, Roy Martin, shows up at the suburban Brady residence one evening. An impostor, the man is actually determined to steal the Bradys' familiar horse statue, a $20-million ancient Asian artifact.",1996,90,['comedy'],5.8,10.599,HBO Max
Buena Vista Social Club,MOVIE,"In this fascinating Oscar-nominated documentary, American guitarist Ry Cooder brings together a group of legendary Cuban folk musicians (some in their 90s) to record a Grammy-winning CD in their native city of Havana. The result is a spectacular compilation of concert footage from the group's gigs in Amsterdam and New York City's famed Carnegie Hall, with director Wim Wenders capturing not only the music -- but also the musicians' life stories.",1999,105,"['documentation', 'music', 'european']",7.6,6.749,HBO Max
City Slickers II: The Legend of Curly's Gold,MOVIE,"Mitch Robbins 40th birthday begins quite well until he returns home and finds his brother Glen, the black sheep of the family, in his sofa. Nevertheless he is about to have a wonderful birthday-night with his wife when he discovers a treasure map of Curly by chance. Together with Phil and unfortunately Glen he tries to find the hidden gold of Curly's father in the desert of Arizona.",1994,116,"['western', 'comedy', 'drama']",5.5,8.597,HBO Max
3 Ninjas: High Noon at Mega Mountain,MOVIE,"Three young boys, Rocky, Colt and Tum Tum together with their neighbor girl, computer whiz Amanda are visiting Mega Mountain amusement park when it is invaded by an army of ninjas led by evil Medusa, who wants to take over the park and hold the owners for ransom. Kids and retired TV star Dave Dragon, who made his farewell appearance at the park at the time the ninjas appeared, have to break Medusa's vicious plans.",1998,93,"['comedy', 'action', 'family']",2.9,11.157,HBO Max
Batman Beyond: Return of the Joker,MOVIE,"The Joker is back with a vengeance, and Gotham's newest Dark Knight, Terry McGinnis, needs answers as he stands alone to face Gotham's most infamous Clown Prince of Crime.",2000,76,['scifi'],,25.887,HBO Max
And the Band Played On,MOVIE,The story of the discovery of the AIDS epidemic and the political infighting of the scientific community hampering the early fight with it.,1993,140,"['drama', 'history']",7.8,4.451,HBO Max
Radio Flyer,MOVIE,"A father reminisces about his childhood when he and his younger brother moved to a new town with their mother, her new husband and their dog, Shane. When the younger brother is subjected to physical abuse at the hands of their brutal stepfather, Mike decides to convert their toy trolley, the ""Radio Flyer"", into a plane to fly him to safety.",1992,114,['drama'],6.9,10.609,HBO Max
The Ladies Man,MOVIE,"Because of his salacious language, late-night radio advice-show host Leon Phelps, along with his sweet and loyal producer Julie, is fired from his Chicago gig. Leon gets a letter from a former lover promising a life of wealth, but he doesn't know who she is. Can Leon find his secret sugar-mama? What about Julie?",2000,84,['comedy'],5.1,8.055,HBO Max
Citizen X,MOVIE,"Based on the true story of a Russian serial killer who, over many years, claimed victim to over 50 people. His victims were mostly under the age of 17. In what was then a communists state, the police investigations were hampered by bureaucracy, incompetence and those in power. The story is told from the viewpoint of the detective in charge of the case.",1995,105,"['crime', 'drama', 'history', 'thriller']",7.5,9.52,HBO Max
Six Degrees of Separation,MOVIE,"The story of a young, gay, black, con artist who, posing as the son of Sidney Poitier, cunningly maneuvers his way into the lives of a white, upper-class New York family.",1993,112,"['drama', 'comedy']",6.8,8.324,HBO Max
The Peacemaker,MOVIE,"When a train carrying atomic warheads mysteriously crashes in the former Soviet Union, a nuclear specialist discovers the accident is really part of a plot to cover up the theft of the weapons. Assigned to help her recover the missing bombs is a crack Special Forces Colonel.",1997,124,"['action', 'thriller']",6.0,15.937,HBO Max
Romeo Must Die,MOVIE,"Two warring gang families (one African-American, the other Chinese) maneuver for bragging rights to the Oakland, California, docks. Hang Sing and Trish O'Day uncover a trail of deceit that leaves most of the warring factions dead … or worse!",2000,115,"['thriller', 'crime', 'action']",6.1,21.798,HBO Max
Pom Poko,MOVIE,"The Raccoons of the Tama Hills are being forced from their homes by the rapid development of houses and shopping malls. As it becomes harder to find food and shelter, they decide to band together and fight back. The Raccoons practice and perfect the ancient art of transformation until they are even able to appear as humans in hilarious circumstances.",1994,119,"['fantasy', 'animation', 'comedy', 'drama', 'family']",7.3,23.921,HBO Max
The Daytrippers,MOVIE,"Eliza D'Amico thinks her marriage to Louis is going great until she finds a mysterious love note to her husband. Concerned, she goes to her mother for advice. Eliza, her parents, her sister Jo, and Jo's boyfriend all pile into a station wagon to go to the city to confront Louis with the letter. On the way, the five explore their relations with each other and meet many interesting people.",1997,87,"['drama', 'comedy']",7.0,3.766,HBO Max
Gray's Anatomy,MOVIE,"The film documents, in an often dramatic and humorous fashion, Gray's investigations into alternative medicine for an eye condition (Macular pucker) he had developed.",1996,80,"['drama', 'comedy']",6.7,4.58,HBO Max
Lethal Weapon 3,MOVIE,"Archetypal buddy cops Riggs and Murtaugh are back for another round of high-stakes action, this time setting their collective sights on bringing down a former Los Angeles police lieutenant turned black market weapons dealer. Lorna Cole joins as the beautiful yet hardnosed internal affairs sergeant who catches Riggs's eye.",1992,118,"['thriller', 'comedy', 'action', 'crime']",6.7,19.629,HBO Max
Mortal Kombat: Conquest,SHOW,"Kung Lao has triumphed in the Mortal Kombat tournament, defeating Shang Tsung and saving Earth Realm. Now, he must train a new generation of warriors for the next tournament. Meanwhile, an exiled Shang Tsung attempts to thwart Lao's efforts with the aid of supernatural warriors such as Scorpion and Sub-Zero.",1998,45,"['scifi', 'action', 'fantasy']",6.2,12.637,HBO Max
Supernova,MOVIE,"Set in the 22nd century, when a battered salvage ship sends out a distress signal, the seasoned crew of the rescue hospital ship Nova-17 responds. What they find is a black hole--that threatens to destroy both ships--and a mysterious survivor whose body quickly mutates into a monstrous and deadly form.",2000,90,"['horror', 'fantasy', 'thriller', 'scifi']",4.8,12.507,HBO Max
Mickey Blue Eyes,MOVIE,"An English auctioneer proposes to the daughter of a mafia kingpin, only to realize that certain ""favors"" would be asked of him.",1999,102,"['comedy', 'crime', 'romance']",5.9,9.67,HBO Max
Mom and Dad Save the World,MOVIE,"Emperor Spengo sees Marge Nelson and using a giant magnet, kidnaps her and her husband Dick, hoping to make Marge his before blowing up the Earth. The Emperor and other inhabitants of his planet are somewhat less than bright, and Dick begins reliving episodes of Flash Gordon and Buck Rogers in order to rescue Marge, save the Earth, and restore the rightful emperor to the throne.",1992,88,"['comedy', 'scifi', 'family']",5.3,4.788,HBO Max
Lethal Weapon 4,MOVIE,"In the combustible action franchise's final installment, maverick detectives Martin Riggs and Roger Murtaugh square off against Asian mobster Wah Sing Ku, who's up to his neck in slave trading and counterfeit currency. With help from gumshoe Leo Getz and smart-aleck rookie cop Lee Butters, Riggs and Murtaugh aim to take down Ku and his gang.",1998,127,"['crime', 'thriller', 'action']",6.6,20.504,HBO Max
The Adventures of Elmo in Grouchland,MOVIE,"Elmo loves his fuzzy, well-worn blue blanket more than anything in the whole world. Elmo's blanket gets sucked into colorful, swirling tunnel into Grouchland, the yuckiest place on earth. Elmo goes on an adventure to Grouchland to retrieve his blanket.",1999,73,"['fantasy', 'comedy', 'family']",5.7,5.812,HBO Max
The Wayans Bros.,SHOW,The Wayans Bros. is a situation comedy that aired from January 1995 to May 1999 on The WB. The series starred real-life brothers Shawn and Marlon Wayans. Both brothers were already well-known from the sketch comedy show In Living Color that aired from 1990 to 1994 on Fox. The series also starred John Witherspoon and Anna Maria Horsford.,1995,22,['comedy'],7.2,11.177,HBO Max
Steel,MOVIE,"When a renegade military reject puts new superweapons in dangerous hands. John Henry Irons becomes Steel. Wearing body armor, wielding a fearsome electrohammer and riding a gadget-packed motorcycle, he's ready to wage war...",1997,97,"['scifi', 'action', 'crime', 'fantasy']",3.0,6.338,HBO Max
The Jamie Foxx Show,SHOW,"Texas native Jamie King is an aspiring actor who heads to Hollywood in hopes to find fame and fortune in the entertainment industry. To support himself, he works at his Aunt Helen and Uncle Junior's Los Angeles hotel, the King's Towers.",1996,23,['comedy'],6.7,9.304,HBO Max
Chris Rock: Bigger & Blacker,MOVIE,"Chris Rock brings his critically acclaimed brand of social commentary-themed humour to this HBO Special, extolling his razor-sharp wit and wisdom on such topics as gun control, President Clinton, homophobia, racism, black leaders and relationships.",1999,65,"['comedy', 'documentation']",8.0,3.034,HBO Max
Harley Davidson and the Marlboro Man,MOVIE,"It's the lawless future, and renegade biker Harley Davidson and his surly cowboy buddy, Marlboro, learn that a corrupt bank is about to foreclose on their friend's bar to further an expanding empire. Harley and Marlboro decide to help by robbing the crooked bank. But when they accidentally filch a drug shipment, they find themselves on the run from criminal financiers and the mob in this rugged action adventure.",1991,98,"['thriller', 'action', 'crime', 'drama', 'western']",6.1,17.054,HBO Max
The Pentagon Wars,MOVIE,From the director of “Made In America” and “The Money Pit” comes a hilarious look at one of the most expensive blunders in military history. Over 17 years and almost as many billion dollars have gone into devising the BFV (Bradley Fighting Vehicle). There's only one problem. . . it doesn't work.,1998,104,"['comedy', 'drama', 'war', 'european']",7.2,4.589,HBO Max
