title,type,description,release_year,runtime,genres,imdb_score,tmdb_popularity,service
Hangin' with Mr. Cooper,SHOW,"Hangin' with Mr. Cooper is an American television sitcom that originally aired on ABC from 1992 to 1997, starring Mark Curry and Holly Robinson. The show took place in Curry's hometown of Oakland, California. Hangin' with Mr. Cooper was produced by Jeff Franklin Productions, in association with Warner Bros. Television, and also became produced by Bickley-Warren Productions by the third season.

The show originally aired on Tuesdays in prime time after sister series Full House. The show found its niche as an addition to the already successful TGIF Friday night lineup on ABC, and was part of the lineup from September 1993 to May 1996, before moving to Saturdays for its fifth and final season.",1992,22,"['comedy', 'family', 'sport']",6.3,5.387,HBO Max
Free Willy 2: The Adventure Home,MOVIE,Jesse becomes reunited with Willy three years after the whale's jump to freedom as the teenager tries to rescue the killer whale and other orcas from an oil spill.,1995,95,"['drama', 'family']",5.0,21.487,HBO Max
Mortal Kombat: Annihilation,MOVIE,"A group of heroic warriors has only six days to save the planet in ""Mortal Kombat Annihilation."" To succeed they must survive the most spectacular series of challenges any human, or god, has ever encountered as they battle an evil warlord bent on taking control of Earth.",1997,95,"['fantasy', 'scifi', 'thriller', 'action']",3.6,25.48,HBO Max
Soul Food,MOVIE,"Traditional Sunday dinners at Mama Joe's (Irma P. Hall) turn sour when sisters Teri (Vanessa L. Williams), Bird (Nia Long) and Maxine (Vivica A. Fox) start bringing their problems to the dinner table in this ensemble comedy. When tragedy strikes, it's up to grandson Ahmad (Brandon Hammond) to pull the family together and put the soul back into the family's weekly gatherings.",1997,114,"['drama', 'comedy', 'european']",7.0,6.671,HBO Max
Paulie,MOVIE,"Paulie, an intelligent parrot who actually talks, relates the story of his struggle to a Russian immigrant who works as a janitor at the research institute where he is housed and neglected. Paulie's story begins many years earlier when he is given as a gift to a little girl who stutters. Eventually, he teaches the girl to speak correctly but is taken away by her father because he believes the girl cannot distinguish fantasy from reality because she believes the bird can talk. Paulie goes through a series of adventures with a pawn shop owner, an aging widow, a Mexican-American troubadour and a would be thief before being taken to the institute where he now lives",1998,91,"['comedy', 'drama', 'family']",6.5,10.421,HBO Max
Batman & Mr. Freeze: SubZero,MOVIE,"When Mr. Freeze kidnaps Barbara Gordon, as an involuntary organ donor to save his dying wife, Batman and Robin must find her before the operation can begin.",1998,67,"['action', 'animation']",,14.797,HBO Max
Arliss,SHOW,"A behind-the-scenes look at the glitzy, big-money world of professional sports following the eternally optimistic and endlessly resourceful L.A. sports agent Arliss Michaels whose Achilles' heel is his inability to say “no” to clients and employees.",1996,26,"['comedy', 'sport']",7.0,7.607,HBO Max
Rules of Engagement,MOVIE,A Marine Colonel is brought to court-martial after ordering his men to fire on demonstrators surrounding the American embassy in Yemen.,2000,128,"['action', 'drama', 'history', 'war', 'thriller']",6.4,14.778,HBO Max
Ocean Waves,MOVIE,"At Kichijōji Station, Tokyo, Taku Morisaki glimpses a familiar woman on the platform opposite boarding a train. Later, her photo falls from a shelf as he exits his apartment before flying to Kōchi Prefecture. Picking it up, he looks at it briefly before leaving. As the aeroplane takes off, he narrates the events that brought her into his life...",1993,72,"['drama', 'romance', 'animation']",6.6,12.283,HBO Max
The War Room,MOVIE,"A behind-the-scenes documentary about the Clinton for President campaign, focusing on the adventures of spin doctors James Carville and George Stephanopoulos.",1993,96,"['history', 'documentation']",7.4,5.899,HBO Max
Gang Related,MOVIE,"Two corrupt cops have a successful, seemingly perfect money making scheme- they sell drugs that they seize from dealers, kill the dealers, and blame the crimes on street gangs. Their scheme is going along smoothly until they kill an undercover DEA agent posing as a dealer, and then try to cover-up their crime.",1997,102,"['thriller', 'romance', 'action', 'crime', 'drama']",6.4,8.615,HBO Max
The Late Shift,MOVIE,"David Letterman vies with Jay Leno and his manager to succeed Johnny Carson, retiring from ""The Tonight Show.""",1996,95,"['comedy', 'drama']",6.8,4.627,HBO Max
Love and a .45,MOVIE,"Small-time criminal Watty Watts attempts to rob a convenience store with his drug-addict buddy, Billy Mack Black. The robbery, however, leads to murder, and soon Watty leaves Billy behind and goes on the run with his beloved girlfriend, Starlene. Heading toward Mexico, the fugitive couple gets plenty of media coverage, until there are even more people on their trail. Can Watty and Starlene make it south of the border without getting caught?",1994,101,"['thriller', 'crime', 'romance']",5.9,5.184,HBO Max
The Chris Rock Show,SHOW,The Chris Rock Show is a late night comedy talk show featured on HBO. It was created by Chris Rock and featured various guests. The show won an Emmy for Outstanding Writing for a Variety or Music Program in 1999. It ran for five seasons from 1997 to 2000.,1997,26,"['comedy', 'music']",6.8,3.734,HBO Max
Cast a Deadly Spell,MOVIE,"In a fantastical 1940s where magic is used by everyone, a hard-boiled detective investigates the theft of a mystical tome.",1991,96,"['comedy', 'fantasy', 'horror']",6.4,9.178,HBO Max
Mary Reilly,MOVIE,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",1996,104,"['thriller', 'horror', 'romance', 'drama']",5.8,10.059,HBO Max
Schizopolis,MOVIE,A man works for the unpleasant guru of a Scientology-like movement.,1997,99,"['comedy', 'fantasy']",6.7,4.945,HBO Max
Lawnmower Man 2: Beyond Cyberspace,MOVIE,"Jobe is resuscitated by Jonathan Walker. He wants Jobe to create a special computer chip that would connect all the computers in the world into one network, which Walker would control and use. But what Walker doesn't realize is a group of teenage hackers are on to him and out to stop his plan.",1996,92,"['scifi', 'thriller', 'action']",2.5,8.468,HBO Max
A Brief History of Time,MOVIE,"This shows physicist Stephen Hawking's life as he deals with the ALS that renders him immobile and unable to speak without the use of a computer. Hawking's friends, family, classmates, and peers are interviewed not only about his theories but the man himself.",1991,80,['documentation'],7.3,8.444,HBO Max
The Sylvester & Tweety Mysteries,SHOW,"The Sylvester & Tweety Mysteries, produced by Warner Bros. Animation, is an animated television series which aired from 1995 to 2001 on Kids' WB and was later re-run on Cartoon Network. It follows Looney Tunes characters Sylvester and Tweety Bird, and their owner Granny, along with bulldog Hector, as they solved mysteries, even with Sylvester still trying to eat Tweety in the middle of solving the mysteries, but Hector acted as a bodyguard for Tweety, and would even beat Sylvester up. The first season was dedicated to the memory of Friz Freleng, who had died only months before the series premiere. Also, it contains one case per episode, in contrast to the other seasons, which are all with two cases.

Other Looney Tunes characters make cameo appearances, including Daffy Duck, Yosemite Sam, Elmer Fudd, Tasmanian Devil, Pepe Le Pew, Beaky Buzzard, Babbit and Catstello, Hubie and Bertie, Witch Hazel, Michigan J. Frog, Rocky and Mugsy, Marvin the Martian, Hippety Hopper, Gossamer, Count Blood Count, Cecil Turtle, Nasty Canasta, The Crusher, Pete Puma, Goofy Gophers, and latter-day Warner cartoon star Cool Cat who appears in some form in most of the episodes.",1995,18,"['comedy', 'crime', 'family', 'animation']",7.0,18.724,HBO Max
Universal Soldier: The Return,MOVIE,"Luc Deveraux, the heroic former Universal Soldier, is about to be thrown into action once again. When Seth, the supercomputer controlled ultra-warrior, decides to take revenge and destroy its creators, only Luc can stop it. All hell breaks loose as Luc battles Seth and a deadly team of perfect soldiers in a struggle that pits man against machine and good against evil.",1999,82,"['scifi', 'action']",4.1,14.88,HBO Max
HBO Comedy Half Hour,SHOW,The hottest comedy talents of the 1990s headline these solo half-hour stand-up specials.,1995,28,"['comedy', 'documentation']",8.0,2.633,HBO Max
Switch,MOVIE,"Steve Brooks, a sexist womanizer, is killed by a group of his angry former lovers. In heaven, he makes a bargain with God for redemption and agrees to return to Earth. Once there, he must have a sincere relationship with a female and make her fall in love with him. If not, Steve's soul will become the property of the devil. But the devil hedges his bet, and Steve is reincarnated as a woman named Amanda Brooks.",1991,104,"['fantasy', 'comedy']",5.8,11.378,HBO Max
Lucky Numbers,MOVIE,"Russ Richards is a TV weatherman and local celebrity on the verge of losing his shirt. Desperate to escape financial ruin, he schemes with Crystal the TV station's lotto ball girl to rig the state lottery drawing. The numbers come up right, but everything else goes wrong as the plan starts to unravel and the game turns rough.",2000,105,"['comedy', 'crime', 'european']",5.0,7.569,HBO Max
The Out-of-Towners,MOVIE,"The adventures of married couple Henry and Nancy Clark, vexed by misfortune while in New York City for Henry's job interview.",1999,92,['comedy'],5.5,7.805,HBO Max
Home Fries,MOVIE,"Dorian and Angus chase down their womanizing stepfather with a helicopter, frightening him to death. In his effort to cover their tracks, Dorian begins investigating his stepfather's mistress, Sally. She works at a fast-food drive-through, she's pregnant and Dorian quickly falls in love with her. Unfortunately, his scheming mother wants Sally dead. And Sally isn't sure she wants Dorian to be her child's father and also his brother.",1998,93,"['romance', 'comedy', 'drama', 'action']",5.0,6.084,HBO Max
